,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
370,"2DJX,P,12 15 2028,00366 840,19.7585,279,04/01/2024"
371,"2DJX,C,12 15 2028,00369 220,63.1282,1788,04/01/2024"
372,"2DJX,P,12 15 2028,00369 220,20.0299,1788,04/01/2024"
373,"2DJX,C,12 15 2028,00396 120,52.5419,290,04/01/2024"
374,"2DJX,P,12 15 2028,00396 120,31.6511,290,04/01/2024"
375,"2DJX,C,12 15 2028,00397 960,52.5419,2316,04/01/2024"
376,"2DJX,P,12 15 2028,00397 960,33.1702,2316,04/01/2024"
377,"2DJX,C,12 15 2028,00406 670,52.5419,717,04/01/2024"
378,"2DJX,P,12 15 2028,00406 670,40.3608,717,04/01/2024"
379,"2DJX,C,12 15 2028,00408 740,52.5419,1566,04/01/2024"
380,"2DJX,P,12 15 2028,00408 740,42.0697,1566,04/01/2024"
381,"2DJX,C,12 15 2028,00427 170,52.5419,928,04/01/2024"
382,"2DJX,P,12 15 2028,00427 170,57.2848,928,04/01/2024"
383,"2DJX,C,12 15 2028,00428 110,52.5419,1066,04/01/2024"
384,"2DJX,P,12 15 2028,00428 110,58.0608,1066,04/01/2024"
385,"2DJX,C,12 15 2028,00434 600,52.5419,528,04/01/2024"
386,"2DJX,P,12 15 2028,00434 600,63.4187,528,04/01/2024"
387,"2DJX,C,12 15 2028,00442 850,52.5419,388,04/01/2024"
388,"2DJX,P,12 15 2028,00442 850,70.2296,388,04/01/2024"
389,"2DJX,C,12 15 2028,00443 220,52.5419,516,04/01/2024"
390,"2DJX,P,12 15 2028,00443 220,70.5351,516,04/01/2024"
391,"2DJX,C,12 21 2029,00406 970,55.2601,725,04/01/2024"
392,"2DJX,P,12 21 2029,00406 970,40.4965,725,04/01/2024"
393,"2NDX,P,04 19 2024,14000 010,2.2658,20,04/01/2024"
394,"2NDX,P,04 19 2024,15000 010,3.9,15,04/01/2024"
395,"2NDX,C,04 19 2024,15500 010,2840.782,10,04/01/2024"
396,"2NDX,P,04 19 2024,16000 010,6.8911,8,04/01/2024"
397,"2NDX,P,05 17 2024,16000 010,28.1003,22,04/01/2024"
398,"2NDX,P,06 21 2024,09500 010,1.4501,30,04/01/2024"
399,"2NDX,P,06 21 2024,09700 010,1.65,15,04/01/2024"
400,"2NDX,P,06 21 2024,11500 010,4.6,15,04/01/2024"
401,"2NDX,C,06 21 2024,12000 010,6428.43,35,04/01/2024"
402,"2NDX,C,06 21 2024,13009 530,5435.253,20,04/01/2024"
403,"2NDX,P,06 21 2024,13009 530,10.4683,20,04/01/2024"
404,"2NDX,P,06 21 2024,13100 010,11.0501,30,04/01/2024"
405,"2NDX,C,06 21 2024,13695 570,4762.352,119,04/01/2024"
406,"2NDX,P,06 21 2024,13695 570,15.5091,119,04/01/2024"
407,"2NDX,C,06 21 2024,13696 870,4761.079,19,04/01/2024"
408,"2NDX,P,06 21 2024,13696 870,15.5211,19,04/01/2024"
409,"2NDX,P,06 21 2024,15000 010,35.6113,30,04/01/2024"
410,"2NDX,C,06 21 2024,15500 010,3014.802,15,04/01/2024"
411,"2NDX,P,06 21 2024,15500 010,51.1004,10,04/01/2024"
412,"2NDX,C,06 21 2024,15709 370,2816.711,17,04/01/2024"
413,"2NDX,P,06 21 2024,15709 370,59.8985,17,04/01/2024"
414,"2NDX,C,06 21 2024,15823 670,2709.342,66,04/01/2024"
415,"2NDX,P,06 21 2024,15823 670,65.4801,66,04/01/2024"
416,"2NDX,C,06 21 2024,15992 300,2551.917,10,04/01/2024"
417,"2NDX,P,06 21 2024,15992 300,74.6951,10,04/01/2024"
418,"2NDX,C,06 21 2024,15992 400,2551.825,52,04/01/2024"
419,"2NDX,P,06 21 2024,15992 400,74.701,52,04/01/2024"
420,"2NDX,P,06 21 2024,16000 010,75.153,20,04/01/2024"
421,"2NDX,C,06 21 2024,16032 050,2514.999,64,04/01/2024"
422,"2NDX,P,06 21 2024,16032 050,77.0576,64,04/01/2024"
423,"2NDX,P,06 21 2024,16200 010,88.1382,15,04/01/2024"
424,"2NDX,C,06 21 2024,16330 890,2240.88,63,04/01/2024"
425,"2NDX,P,06 21 2024,16330 890,98.2514,63,04/01/2024"
426,"2NDX,C,06 21 2024,16716 660,1895.939,17,04/01/2024"
427,"2NDX,P,06 21 2024,16716 660,134.5267,17,04/01/2024"
428,"2NDX,C,06 21 2024,17888 350,960.7872,57,04/01/2024"
429,"2NDX,P,06 21 2024,17888 350,357.2343,57,04/01/2024"
430,"2NDX,C,06 21 2024,18143 840,791.4517,14,04/01/2024"
431,"2NDX,P,06 21 2024,18143 840,440.3731,14,04/01/2024"
432,"2NDX,C,06 21 2024,18208 000,751.3836,8,04/01/2024"
433,"2NDX,P,06 21 2024,18208 000,463.7077,8,04/01/2024"
434,"2NDX,C,06 21 2024,18258 070,721.0615,181,04/01/2024"
435,"2NDX,P,06 21 2024,18258 070,482.8646,181,04/01/2024"
436,"2NDX,C,06 21 2024,18258 330,720.9052,251,04/01/2024"
437,"2NDX,P,06 21 2024,18258 330,482.9652,251,04/01/2024"
438,"2NDX,C,06 21 2024,18261 750,718.8505,28,04/01/2024"
439,"2NDX,P,06 21 2024,18261 750,484.2901,28,04/01/2024"
440,"2NDX,C,06 21 2024,18264 750,717.0504,139,04/01/2024"
441,"2NDX,P,06 21 2024,18264 750,485.4547,139,04/01/2024"
442,"2NDX,C,06 21 2024,18268 770,714.6418,28,04/01/2024"
443,"2NDX,P,06 21 2024,18268 770,487.0186,28,04/01/2024"
444,"2NDX,C,06 21 2024,18274 000,711.514,55,04/01/2024"
445,"2NDX,P,06 21 2024,18274 000,489.0591,55,04/01/2024"
446,"2NDX,C,06 21 2024,18342 980,671.0427,28,04/01/2024"
447,"2NDX,P,06 21 2024,18342 980,516.7536,28,04/01/2024"
448,"2NDX,C,06 21 2024,18343 430,670.7818,28,04/01/2024"
449,"2NDX,P,06 21 2024,18343 430,516.9374,28,04/01/2024"
450,"2NDX,C,06 21 2024,18349 000,667.5568,4,04/01/2024"
451,"2NDX,P,06 21 2024,18349 000,519.2166,4,04/01/2024"
452,"2NDX,C,06 21 2024,18388 000,645.2687,91,04/01/2024"
453,"2NDX,P,06 21 2024,18388 000,535.4682,91,04/01/2024"
454,"2NDX,C,06 21 2024,18407 000,634.5908,4,04/01/2024"
455,"2NDX,P,06 21 2024,18407 000,543.566,4,04/01/2024"
456,"2NDX,C,06 21 2024,18435 810,618.4768,55,04/01/2024"
457,"2NDX,P,06 21 2024,18435 810,555.9219,55,04/01/2024"
458,"2NDX,C,06 21 2024,18481 000,593.9272,10,04/01/2024"
459,"2NDX,P,06 21 2024,18481 000,576.0289,10,04/01/2024"
460,"2NDX,C,06 21 2024,18487 380,590.5304,27,04/01/2024"
461,"2NDX,P,06 21 2024,18487 380,578.9368,27,04/01/2024"
462,"2NDX,C,06 21 2024,18554 000,555.2909,68,04/01/2024"
463,"2NDX,P,06 21 2024,18554 000,609.531,68,04/01/2024"
464,"2NDX,C,06 21 2024,18554 910,554.8231,22,04/01/2024"
465,"2NDX,P,06 21 2024,18554 910,609.9624,22,04/01/2024"
466,"2NDX,C,06 21 2024,18574 080,545.0181,628,04/01/2024"
467,"2NDX,P,06 21 2024,18574 080,619.1012,628,04/01/2024"
468,"2NDX,C,06 21 2024,18574 180,544.9672,55,04/01/2024"
469,"2NDX,P,06 21 2024,18574 180,619.1491,55,04/01/2024"
470,"2NDX,C,06 21 2024,18575 910,544.0868,137,04/01/2024"
471,"2NDX,P,06 21 2024,18575 910,619.9783,137,04/01/2024"
472,"2NDX,C,06 21 2024,18582 000,540.9929,14,04/01/2024"
473,"2NDX,P,06 21 2024,18582 000,622.9025,14,04/01/2024"
474,"2NDX,C,06 21 2024,18595 020,534.4113,82,04/01/2024"
475,"2NDX,P,06 21 2024,18595 020,629.1872,82,04/01/2024"
476,"2NDX,C,06 21 2024,18653 000,505.7855,138,04/01/2024"
477,"2NDX,P,06 21 2024,18653 000,657.857,138,04/01/2024"
478,"2NDX,C,07 19 2024,15000 010,3578.462,15,04/01/2024"
479,"2NDX,P,07 19 2024,16000 010,117.1907,20,04/01/2024"
480,"2NDX,C,08 16 2024,16000 010,2752.431,18,04/01/2024"
481,"2NDX,C,08 16 2024,16500 010,2319.238,20,04/01/2024"
482,"2NDX,C,08 16 2024,19000 010,620.6955,22,04/01/2024"
483,"2NDX,C,09 20 2024,15276 120,3516.223,17,04/01/2024"
484,"2NDX,P,09 20 2024,15276 120,149.4533,17,04/01/2024"
485,"2NDX,C,09 20 2024,15863 100,2997.459,34,04/01/2024"
486,"2NDX,P,09 20 2024,15863 100,203.3109,34,04/01/2024"
487,"2NDX,C,09 20 2024,15928 370,2940.913,26,04/01/2024"
488,"2NDX,P,09 20 2024,15928 370,210.4373,26,04/01/2024"
489,"2NDX,C,09 20 2024,16614 070,2364.274,112,04/01/2024"
490,"2NDX,P,09 20 2024,16614 070,302.7247,112,04/01/2024"
491,"2NDX,C,09 20 2024,16655 850,2330.361,142,04/01/2024"
492,"2NDX,P,09 20 2024,16655 850,309.5691,142,04/01/2024"
493,"2NDX,C,09 20 2024,16724 380,2275.031,47,04/01/2024"
494,"2NDX,P,09 20 2024,16724 380,321.0932,47,04/01/2024"
495,"2NDX,C,09 20 2024,16797 330,2216.55,31,04/01/2024"
496,"2NDX,P,09 20 2024,16797 330,333.7775,31,04/01/2024"
497,"2NDX,C,09 20 2024,17304 510,1825.133,87,04/01/2024"
498,"2NDX,P,09 20 2024,17304 510,437.1328,87,04/01/2024"
499,"2NDX,C,09 20 2024,17393 390,1759.215,164,04/01/2024"
500,"2NDX,P,09 20 2024,17393 390,457.9206,164,04/01/2024"
501,"2NDX,C,09 20 2024,17393 750,1758.949,15,04/01/2024"
502,"2NDX,P,09 20 2024,17393 750,458.0065,15,04/01/2024"
503,"2NDX,C,09 20 2024,17394 710,1758.242,74,04/01/2024"
504,"2NDX,P,09 20 2024,17394 710,458.2356,74,04/01/2024"
505,"2NDX,C,09 20 2024,17977 470,1354.036,40,04/01/2024"
506,"2NDX,P,09 20 2024,17977 470,622.5341,40,04/01/2024"
507,"2NDX,C,09 20 2024,18121 040,1262.153,14,04/01/2024"
508,"2NDX,P,09 20 2024,18121 040,670.7082,14,04/01/2024"
509,"2NDX,C,09 20 2024,18375 910,1107.347,28,04/01/2024"
510,"2NDX,P,09 20 2024,18375 910,764.5374,28,04/01/2024"
511,"2NDX,C,09 20 2024,18475 920,1049.272,120,04/01/2024"
512,"2NDX,P,09 20 2024,18475 920,804.0261,120,04/01/2024"
513,"2NDX,P,10 18 2024,16000 010,265.8513,25,04/01/2024"
514,"2NDX,P,11 15 2024,16000 010,324.1514,27,04/01/2024"
515,"2NDX,P,12 20 2024,06000 010,4.6422,45,04/01/2024"
516,"2NDX,P,12 20 2024,08837 560,18.5451,69,04/01/2024"
517,"2NDX,P,12 20 2024,10000 010,28.9816,77,04/01/2024"
518,"2NDX,C,12 20 2024,10592 570,8084.452,23,04/01/2024"
519,"2NDX,P,12 20 2024,10592 570,38.5641,23,04/01/2024"
520,"2NDX,P,12 20 2024,11000 010,46.5844,10,04/01/2024"
521,"2NDX,P,12 20 2024,11500 010,58.0066,15,04/01/2024"
522,"2NDX,P,12 20 2024,11600 010,60.4503,24,04/01/2024"
523,"2NDX,C,12 20 2024,11650 450,7088.246,69,04/01/2024"
524,"2NDX,P,12 20 2024,11650 450,61.7256,69,04/01/2024"
525,"2NDX,C,12 20 2024,11776 060,6970.528,23,04/01/2024"
526,"2NDX,P,12 20 2024,11776 060,65.0451,23,04/01/2024"
527,"2NDX,C,12 20 2024,11778 750,6968.01,46,04/01/2024"
528,"2NDX,P,12 20 2024,11778 750,65.1184,46,04/01/2024"
529,"2NDX,C,12 20 2024,11875 460,6877.506,64,04/01/2024"
530,"2NDX,P,12 20 2024,11875 460,67.8039,64,04/01/2024"
531,"2NDX,C,12 20 2024,11942 590,6814.739,59,04/01/2024"
532,"2NDX,P,12 20 2024,11942 590,69.7229,59,04/01/2024"
533,"2NDX,C,12 20 2024,11975 200,6784.265,117,04/01/2024"
534,"2NDX,P,12 20 2024,11975 200,70.6715,117,04/01/2024"
535,"2NDX,C,12 20 2024,11988 270,6772.054,49,04/01/2024"
536,"2NDX,P,12 20 2024,11988 270,71.0546,49,04/01/2024"
537,"2NDX,C,12 20 2024,12000 010,6761.087,10,04/01/2024"
538,"2NDX,P,12 20 2024,12000 010,71.4003,68,04/01/2024"
539,"2NDX,C,12 20 2024,12050 000,6714.403,45,04/01/2024"
540,"2NDX,P,12 20 2024,12050 000,72.8872,45,04/01/2024"
541,"2NDX,C,12 20 2024,12071 780,6694.072,45,04/01/2024"
542,"2NDX,P,12 20 2024,12071 780,73.543,45,04/01/2024"
543,"2NDX,C,12 20 2024,12094 780,6672.607,36,04/01/2024"
544,"2NDX,P,12 20 2024,12094 780,74.2409,36,04/01/2024"
545,"2NDX,C,12 20 2024,12150 000,6621.143,35,04/01/2024"
546,"2NDX,C,12 20 2024,12200 900,6573.739,44,04/01/2024"
547,"2NDX,P,12 20 2024,12200 900,77.6292,44,04/01/2024"
548,"2NDX,C,12 20 2024,12256 530,6521.956,46,04/01/2024"
549,"2NDX,P,12 20 2024,12256 530,79.4513,46,04/01/2024"
550,"2NDX,C,12 20 2024,12386 410,6401.228,26,04/01/2024"
551,"2NDX,P,12 20 2024,12386 410,83.874,26,04/01/2024"
552,"2NDX,C,12 20 2024,12429 180,6361.514,43,04/01/2024"
553,"2NDX,P,12 20 2024,12429 180,85.3732,43,04/01/2024"
554,"2NDX,C,12 20 2024,12439 670,6351.776,210,04/01/2024"
555,"2NDX,P,12 20 2024,12439 670,85.7435,210,04/01/2024"
556,"2NDX,C,12 20 2024,12448 120,6343.933,13,04/01/2024"
557,"2NDX,P,12 20 2024,12448 120,86.0428,13,04/01/2024"
558,"2NDX,C,12 20 2024,12449 070,6343.051,106,04/01/2024"
559,"2NDX,P,12 20 2024,12449 070,86.0767,106,04/01/2024"
560,"2NDX,C,12 20 2024,12572 710,6228.449,64,04/01/2024"
561,"2NDX,P,12 20 2024,12572 710,90.6135,64,04/01/2024"
562,"2NDX,C,12 20 2024,12698 650,6111.928,213,04/01/2024"
563,"2NDX,P,12 20 2024,12698 650,95.4471,213,04/01/2024"
564,"2NDX,C,12 20 2024,12914 850,5912.638,38,04/01/2024"
565,"2NDX,C,12 20 2024,12997 190,5836.885,103,04/01/2024"
566,"2NDX,P,12 20 2024,12997 190,108.0757,103,04/01/2024"
567,"2NDX,P,12 20 2024,13100 010,112.8005,5,04/01/2024"
568,"2NDX,C,12 20 2024,13218 250,5634.357,16,04/01/2024"
569,"2NDX,P,12 20 2024,13218 250,118.5598,16,04/01/2024"
570,"2NDX,C,12 20 2024,13218 470,5634.156,40,04/01/2024"
571,"2NDX,P,12 20 2024,13218 470,118.5707,40,04/01/2024"
572,"2NDX,C,12 20 2024,13224 970,5628.218,40,04/01/2024"
573,"2NDX,P,12 20 2024,13224 970,118.8963,40,04/01/2024"
574,"2NDX,C,12 20 2024,13248 410,5606.814,52,04/01/2024"
575,"2NDX,P,12 20 2024,13248 410,120.0789,52,04/01/2024"
576,"2NDX,P,12 20 2024,13313 120,123.3673,8,04/01/2024"
577,"2NDX,C,12 20 2024,13401 000,5467.533,14,04/01/2024"
578,"2NDX,P,12 20 2024,13401 000,127.8331,14,04/01/2024"
579,"2NDX,C,12 20 2024,13441 150,5430.885,44,04/01/2024"
580,"2NDX,P,12 20 2024,13441 150,129.8734,44,04/01/2024"
581,"2NDX,C,12 20 2024,13444 510,5427.818,50,04/01/2024"
582,"2NDX,P,12 20 2024,13444 510,130.0441,50,04/01/2024"
583,"2NDX,P,12 20 2024,13500 010,132.8833,35,04/01/2024"
584,"2NDX,C,12 20 2024,13500 840,5376.428,24,04/01/2024"
585,"2NDX,P,12 20 2024,13500 840,132.9326,24,04/01/2024"
586,"2NDX,P,12 20 2024,13501 000,132.9422,32,04/01/2024"
587,"2NDX,C,12 20 2024,13509 450,5368.651,79,04/01/2024"
588,"2NDX,P,12 20 2024,13509 450,133.4527,79,04/01/2024"
589,"2NDX,P,12 20 2024,13596 250,138.7334,23,04/01/2024"
590,"2NDX,C,12 20 2024,13703 400,5193.562,39,04/01/2024"
591,"2NDX,P,12 20 2024,13703 400,145.2522,39,04/01/2024"
592,"2NDX,C,12 20 2024,13736 940,5163.283,23,04/01/2024"
593,"2NDX,P,12 20 2024,13736 940,147.2927,23,04/01/2024"
594,"2NDX,C,12 20 2024,13774 620,5129.267,39,04/01/2024"
595,"2NDX,P,12 20 2024,13774 620,149.5851,39,04/01/2024"
596,"2NDX,C,12 20 2024,13846 780,5064.288,77,04/01/2024"
597,"2NDX,P,12 20 2024,13846 780,154.1383,77,04/01/2024"
598,"2NDX,C,12 20 2024,13881 300,5033.262,164,04/01/2024"
599,"2NDX,P,12 20 2024,13881 300,156.3761,164,04/01/2024"
600,"2NDX,C,12 20 2024,13915 520,5002.551,114,04/01/2024"
601,"2NDX,P,12 20 2024,13915 520,158.6392,114,04/01/2024"
602,"2NDX,C,12 20 2024,13915 570,5002.506,46,04/01/2024"
603,"2NDX,P,12 20 2024,13915 570,158.6425,46,04/01/2024"
604,"2NDX,C,12 20 2024,13915 620,5002.461,57,04/01/2024"
605,"2NDX,P,12 20 2024,13915 620,158.6459,57,04/01/2024"
606,"2NDX,C,12 20 2024,13964 370,4958.789,326,04/01/2024"
607,"2NDX,P,12 20 2024,13964 370,161.9487,326,04/01/2024"
608,"2NDX,C,12 20 2024,13964 470,4958.699,76,04/01/2024"
609,"2NDX,P,12 20 2024,13964 470,161.9555,76,04/01/2024"
610,"2NDX,C,12 20 2024,13992 540,4933.58,19,04/01/2024"
611,"2NDX,P,12 20 2024,13992 540,163.884,19,04/01/2024"
612,"2NDX,C,12 20 2024,14004 700,4922.7,76,04/01/2024"
613,"2NDX,P,12 20 2024,14004 700,164.7211,76,04/01/2024"
614,"2NDX,C,12 20 2024,14164 770,4779.848,155,04/01/2024"
615,"2NDX,P,12 20 2024,14164 770,176.1121,155,04/01/2024"
616,"2NDX,C,12 20 2024,14208 040,4741.396,75,04/01/2024"
617,"2NDX,P,12 20 2024,14208 040,179.3548,75,04/01/2024"
618,"2NDX,C,12 20 2024,14283 810,4674.172,74,04/01/2024"
619,"2NDX,P,12 20 2024,14283 810,185.1426,74,04/01/2024"
620,"2NDX,C,12 20 2024,14662 490,4341.01,14,04/01/2024"
621,"2NDX,P,12 20 2024,14662 490,216.8742,14,04/01/2024"
622,"2NDX,C,12 20 2024,14709 910,4299.618,72,04/01/2024"
623,"2NDX,P,12 20 2024,14709 910,221.176,72,04/01/2024"
624,"2NDX,C,12 20 2024,14732 080,4280.339,162,04/01/2024"
625,"2NDX,P,12 20 2024,14732 080,223.2598,162,04/01/2024"
626,"2NDX,C,12 20 2024,14774 310,4243.663,14,04/01/2024"
627,"2NDX,P,12 20 2024,14774 310,227.2763,14,04/01/2024"
628,"2NDX,C,12 20 2024,14777 090,4241.25,14,04/01/2024"
629,"2NDX,P,12 20 2024,14777 090,227.5428,14,04/01/2024"
630,"2NDX,C,12 20 2024,14849 280,4178.632,54,04/01/2024"
631,"2NDX,P,12 20 2024,14849 280,234.4866,54,04/01/2024"
632,"2NDX,C,12 20 2024,14861 340,4168.183,14,04/01/2024"
633,"2NDX,P,12 20 2024,14861 340,235.6586,14,04/01/2024"
634,"2NDX,C,12 20 2024,15115 140,3949.934,17,04/01/2024"
635,"2NDX,P,12 20 2024,15115 140,261.9696,17,04/01/2024"
636,"2NDX,P,12 20 2024,15200 010,271.5012,8,04/01/2024"
637,"2NDX,C,12 20 2024,15201 080,3876.777,249,04/01/2024"
638,"2NDX,P,12 20 2024,15201 080,271.6241,249,04/01/2024"
639,"2NDX,C,12 20 2024,15262 750,3824.524,20,04/01/2024"
640,"2NDX,P,12 20 2024,15262 750,278.7954,20,04/01/2024"
641,"2NDX,C,12 20 2024,15290 050,3801.436,51,04/01/2024"
642,"2NDX,P,12 20 2024,15290 050,282.0141,51,04/01/2024"
643,"2NDX,C,12 20 2024,15387 940,3718.652,35,04/01/2024"
644,"2NDX,P,12 20 2024,15387 940,293.5556,35,04/01/2024"
645,"2NDX,C,12 20 2024,15400 010,3708.467,10,04/01/2024"
646,"2NDX,C,12 20 2024,15433 790,3680.122,13,04/01/2024"
647,"2NDX,P,12 20 2024,15433 790,299.2068,13,04/01/2024"
648,"2NDX,C,12 20 2024,15440 850,3674.205,182,04/01/2024"
649,"2NDX,P,12 20 2024,15440 850,300.0923,182,04/01/2024"
650,"2NDX,C,12 20 2024,15508 250,3617.817,68,04/01/2024"
651,"2NDX,P,12 20 2024,15508 250,308.651,68,04/01/2024"
652,"2NDX,C,12 20 2024,15529 530,3600.037,34,04/01/2024"
653,"2NDX,P,12 20 2024,15529 530,311.3762,34,04/01/2024"
654,"2NDX,C,12 20 2024,15557 160,3576.982,69,04/01/2024"
655,"2NDX,P,12 20 2024,15557 160,314.9456,69,04/01/2024"
656,"2NDX,C,12 20 2024,15663 820,3488.401,153,04/01/2024"
657,"2NDX,P,12 20 2024,15663 820,329.1417,153,04/01/2024"
658,"2NDX,C,12 20 2024,15707 350,3452.43,68,04/01/2024"
659,"2NDX,P,12 20 2024,15707 350,335.1158,68,04/01/2024"
660,"2NDX,C,12 20 2024,15730 440,3433.389,34,04/01/2024"
661,"2NDX,P,12 20 2024,15730 440,338.3241,34,04/01/2024"
662,"2NDX,C,12 20 2024,15802 400,3374.221,37,04/01/2024"
663,"2NDX,P,12 20 2024,15802 400,348.4967,37,04/01/2024"
664,"2NDX,C,12 20 2024,15808 030,3369.611,17,04/01/2024"
665,"2NDX,P,12 20 2024,15808 030,349.3112,17,04/01/2024"
666,"2NDX,C,12 20 2024,15930 430,3269.789,20,04/01/2024"
667,"2NDX,P,12 20 2024,15930 430,367.4336,20,04/01/2024"
668,"2NDX,C,12 20 2024,15931 450,3268.961,13,04/01/2024"
669,"2NDX,P,12 20 2024,15931 450,367.5881,13,04/01/2024"
670,"2NDX,C,12 20 2024,16000 010,3213.411,18,04/01/2024"
671,"2NDX,P,12 20 2024,16000 010,378.1017,25,04/01/2024"
672,"2NDX,C,12 20 2024,16001 390,3212.296,13,04/01/2024"
673,"2NDX,P,12 20 2024,16001 390,378.3164,13,04/01/2024"
674,"2NDX,C,12 20 2024,16019 550,3197.635,104,04/01/2024"
675,"2NDX,P,12 20 2024,16019 550,381.1549,104,04/01/2024"
676,"2NDX,C,12 20 2024,16068 400,3158.29,26,04/01/2024"
677,"2NDX,P,12 20 2024,16068 400,388.881,26,04/01/2024"
678,"2NDX,C,12 20 2024,16113 320,3122.238,66,04/01/2024"
679,"2NDX,P,12 20 2024,16113 320,396.1145,66,04/01/2024"
680,"2NDX,C,12 20 2024,16166 680,3079.594,13,04/01/2024"
681,"2NDX,P,12 20 2024,16166 680,404.8878,13,04/01/2024"
682,"2NDX,C,12 20 2024,16314 410,2962.425,9,04/01/2024"
683,"2NDX,P,12 20 2024,16314 410,430.0699,9,04/01/2024"
684,"2NDX,C,12 20 2024,16615 710,2728.063,41,04/01/2024"
685,"2NDX,P,12 20 2024,16615 710,486.0391,41,04/01/2024"
686,"2NDX,C,12 20 2024,16618 920,2725.603,32,04/01/2024"
687,"2NDX,P,12 20 2024,16618 920,486.6722,32,04/01/2024"
688,"2NDX,C,12 20 2024,16637 290,2711.539,142,04/01/2024"
689,"2NDX,P,12 20 2024,16637 290,490.3096,142,04/01/2024"
690,"2NDX,C,12 20 2024,16646 130,2704.779,69,04/01/2024"
691,"2NDX,P,12 20 2024,16646 130,492.0681,69,04/01/2024"
692,"2NDX,C,12 20 2024,16714 810,2652.46,189,04/01/2024"
693,"2NDX,P,12 20 2024,16714 810,505.9286,189,04/01/2024"
694,"2NDX,C,12 20 2024,16730 940,2640.233,31,04/01/2024"
695,"2NDX,P,12 20 2024,16730 940,509.2445,31,04/01/2024"
696,"2NDX,C,12 20 2024,16732 000,2639.431,142,04/01/2024"
697,"2NDX,P,12 20 2024,16732 000,509.4633,142,04/01/2024"
698,"2NDX,C,12 20 2024,16776 480,2605.813,12,04/01/2024"
699,"2NDX,P,12 20 2024,16776 480,518.7058,12,04/01/2024"
700,"2NDX,C,12 20 2024,16784 810,2599.532,25,04/01/2024"
701,"2NDX,P,12 20 2024,16784 810,520.4524,25,04/01/2024"
702,"2NDX,C,12 20 2024,16822 520,2571.16,94,04/01/2024"
703,"2NDX,P,12 20 2024,16822 520,528.4174,94,04/01/2024"
704,"2NDX,C,12 20 2024,16830 000,2565.544,9,04/01/2024"
705,"2NDX,P,12 20 2024,16830 000,530.009,9,04/01/2024"
706,"2NDX,C,12 20 2024,16854 780,2546.968,53,04/01/2024"
707,"2NDX,P,12 20 2024,16854 780,535.3104,53,04/01/2024"
708,"2NDX,C,12 20 2024,16854 830,2546.93,21,04/01/2024"
709,"2NDX,P,12 20 2024,16854 830,535.3212,21,04/01/2024"
710,"2NDX,C,12 20 2024,16900 010,2513.176,8,04/01/2024"
711,"2NDX,C,12 20 2024,16909 570,2506.064,16,04/01/2024"
712,"2NDX,P,12 20 2024,16909 570,547.2018,16,04/01/2024"
713,"2NDX,C,12 20 2024,16932 040,2489.373,64,04/01/2024"
714,"2NDX,P,12 20 2024,16932 040,552.1632,64,04/01/2024"
715,"2NDX,C,12 20 2024,16932 630,2488.936,25,04/01/2024"
716,"2NDX,P,12 20 2024,16932 630,552.2942,25,04/01/2024"
717,"2NDX,C,12 20 2024,16932 690,2488.891,63,04/01/2024"
718,"2NDX,P,12 20 2024,16932 690,552.3076,63,04/01/2024"
719,"2NDX,C,12 20 2024,17196 160,2296.271,21,04/01/2024"
720,"2NDX,P,12 20 2024,17196 160,613.5656,21,04/01/2024"
721,"2NDX,C,12 20 2024,17957 830,1776.492,452,04/01/2024"
722,"2NDX,P,12 20 2024,17957 830,827.7275,452,04/01/2024"
723,"2NDX,P,12 20 2024,18000 010,841.3033,15,04/01/2024"
724,"2NDX,C,12 20 2024,18246 320,1595.785,29,04/01/2024"
725,"2NDX,P,12 20 2024,18246 320,925.0081,29,04/01/2024"
726,"2NDX,C,12 20 2024,18299 580,1563.554,71,04/01/2024"
727,"2NDX,P,12 20 2024,18299 580,944.0983,71,04/01/2024"
728,"2NDX,C,12 20 2024,18389 600,1509.662,187,04/01/2024"
729,"2NDX,P,12 20 2024,18389 600,976.9486,187,04/01/2024"
730,"2NDX,C,12 20 2024,18708 250,1327.548,55,04/01/2024"
731,"2NDX,P,12 20 2024,18708 250,1101.884,55,04/01/2024"
732,"2NDX,C,12 20 2024,18731 580,1314.681,28,04/01/2024"
733,"2NDX,P,12 20 2024,18731 580,1111.497,28,04/01/2024"
734,"2NDX,C,12 20 2024,18929 830,1208.441,14,04/01/2024"
735,"2NDX,P,12 20 2024,18929 830,1196.289,14,04/01/2024"
736,"2NDX,C,12 20 2024,18974 650,1185.193,142,04/01/2024"
737,"2NDX,P,12 20 2024,18974 650,1216.23,142,04/01/2024"
738,"2NDX,C,12 20 2024,18981 880,1181.465,137,04/01/2024"
739,"2NDX,P,12 20 2024,18981 880,1219.469,137,04/01/2024"
740,"2NDX,C,12 20 2024,19031 170,1156.358,14,04/01/2024"
741,"2NDX,P,12 20 2024,19031 170,1241.857,14,04/01/2024"
742,"2NDX,C,12 20 2024,19372 280,991.4371,57,04/01/2024"
743,"2NDX,P,01 17 2025,08500 000,24.2061,7,04/01/2024"
744,"2NDX,C,01 17 2025,17623 950,2107.197,15,04/01/2024"
745,"2NDX,P,01 17 2025,17623 950,764.3216,15,04/01/2024"
746,"2NDX,C,03 21 2025,17649 960,2300.073,208,04/01/2024"
